HM_F_BB_Ci(2.0_-2.0)_2_SS5_H_A_SRW_p_MAS,P3_F_BB_nCi_2_NS4_H_A_KA_h_MAS,RA_F_AB_nCi_2_NS6_H_n_D_SRW_e_MAS,RA_F_AB_nCi_2_NS6_H_n_D_SRW_m_MAS,RA_Q_AB_nCi_2_NS6_H_n_D_SRW_e_MAS,MX_F_AB_nCi_2_SS1_n_X_LGP[1-3]_e_MAS,MX_F_AB_nCi_2_SS1_n_X_NSRW_e_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_m-e_MAS,RA_Q_AB_nCi_2_NS6_H_n_D_SRW_m_MAS,HM_F_BB_nCi_2_NS4_H_A_SRW_e_MAS,MN_B_AB_nCi_2_NS1_T_NSRW_c-m_MAS,RA_Q_AB_nCi_2_NS5_H_n_D_SRW_e_MAS,MX_Q_AB_nCi_2_SS1_n_X_NSRW_e_MAS,MX_Q_AB_nCi_2_SS1_n_X_LGP[1-3]_e_MAS,HM_F_BB_nCi_2_NS5_H_A_SRW_e_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1-3]_h_MAS,SD_B_AB_nCi_2_MP5_T_LGP[2-4]_e-p_MAS,MX_F_AB_nCi_2_SS1_A_LGP[1]_e_MAS,SD_B_AB_nCi_2_MP7_T_LGP[2-4]_e-p_MAS,MX_Q_AB_nCi_2_SS1_A_LGP[1]_e_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_LGP[1_2_6]_h_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_KA_h_MAS,GM_F_BB_Ci(2.0_-2.0)_2_SS5_H_A_SRW_p_MAS,classreal
0.379221175,78.99365823,705.28,270.5542085,2144.0512,1.808125,1.808125,822.4847938,315.5154299,55.32982085,-0.712288878,646.912,4.845,4.845,146.7940709,68.18417612,0.259931904,1.9675,0.339238897,5.3295,239.1270577,78.99365823,0.39645971,inactive
0.214249382,70.19938931,0,0,0,1.234375,1.234375,0,0,58.03086768,-0.527570611,0,4.0549,4.0549,96.38208186,61.56339736,0.318355137,2.25375,0.38141079,7.56155,249.9909029,70.19938931,0.264010118,inactive
0.311463934,106.1882698,1658.08,642.068333,5703.7952,2.378125,2.378125,2208.715065,855.2940751,34.18965724,-0.810671665,1834.208,6.2985,6.2985,43.15004749,95.29559876,0.397060118,2.5375,0.467235612,6.783,355.5762229,106.1882698,0.343460385,inactive
0.307983405,80.37972685,1658.08,642.068333,5703.7952,1.428125,1.428125,2208.715065,855.2940751,30.95220508,-0.757624109,1834.208,3.876,3.876,39.12499099,73.34295256,0.338252536,1.7125,0.397465538,4.93425,260.7879672,80.37972685,0.349107797,inactive
0.399780451,110.4857098,671.84,257.7262072,2042.3936,1.618125,1.618125,783.48767,300.5556466,44.85067705,-0.814364662,628.4288,4.3605,4.3605,91.62000375,103.2331744,0.345342024,1.7775,0.407059209,4.845,372.7398246,110.4857098,0.407789629,inactive
0.34946591,69.40824117,1658.08,642.068333,5703.7952,1.185,1.185,2208.715065,855.2940751,35.02602949,-0.488322394,1834.208,3.23,3.23,50.3119927,62.45845013,0.256832544,1.3975,0.301183735,3.876,230.6080245,69.40824117,0.398806946,inactive
0.349609026,84.14181007,0,0,0,1.234375,1.234375,0,0,77.3676567,-0.661409324,0,4.0549,4.0549,177.671552,70.30899122,0.189623838,2.25375,0.22051487,7.56155,254.9242746,84.14181007,0.390548394,inactive
0.447181467,100.3809323,997.12,382.5076741,3031.2448,3.6025,3.6025,1162.823329,446.0735388,35.12603711,-1.086728742,693.12,10.6957125,10.6957125,72.30603317,86.87888171,0.207814578,2.635,0.254219072,8.2044,296.3155564,100.3809323,0.467236952,inactive
0.33202957,103.9083395,2225.28,853.6451751,6764.8512,2.906041667,2.906041667,2595.081332,995.5055805,33.34994432,-0.701994647,1487.8976,9.247933333,9.247933333,66.80487259,93.07201006,0.19444955,4.679375,0.227416143,15.3482,283.413107,103.9083395,0.344557351,inactive
0.827234568,143.686362,0,0,0,0.422708333,0.422708333,0,0,102.5325,-0.157778376,0,1.175125,1.175125,364.56,116.9247882,0.009345395,0.900833333,0.055782739,2.686,391.801728,143.686362,0.827234568,inactive
0.385797845,123.2228729,0,0,0,1.998125,1.998125,0,0,47.33697424,-0.801657972,0,5.3295,5.3295,102.2293808,110.5172235,0.256983053,2.1575,0.296716564,5.814,409.5752531,123.2228729,0.409941505,inactive
0.310464877,115.8403506,547.2,209.912748,1663.488,1.058333333,1.058333333,638.1347538,244.7964542,45.78602936,-0.595317382,480.5632,2.907,2.907,133.2604078,104.8737935,0.119426334,1.270833333,0.159279514,3.553,370.6757083,115.8403506,0.316833062,inactive
0.556604784,99.82493029,0,0,0,3.28,3.28,0,0,67.81249717,-1.114920511,0,9.7153125,9.7153125,195.4810223,88.50085708,0.315119457,2.286666667,0.382071126,6.8972,338.0190615,99.82493029,0.558400343,inactive
0.377989664,109.3607078,0,0,0,1.808125,1.808125,0,0,50.224564,-0.778804842,0,4.845,4.845,114.7492318,100.967695,0.206505307,1.9675,0.261033197,5.3295,352.0722106,109.3607078,0.394637692,inactive
0.203163448,63.23154019,1802.56,698.016196,6200.8064,3.05475,3.05475,2401.175714,929.8217746,24.3352691,-1.273580575,1834.208,8.3853275,8.3853275,28.67122048,56.80839055,0.3350239,2.3305,0.393015399,7.15692,236.0366957,63.23154019,0.233777028,inactive
0.461582725,69.54670747,921.12,353.3531258,2800.2048,1.525625,1.525625,1074.193502,412.0740313,35.66458292,-0.677202857,702.3616,4.42,4.42,67.54486257,58.03593669,0.427015211,2.11,0.507142221,6.38775,183.4628097,69.54670747,0.479672855,inactive
0.260194438,76.08896097,0,0,0,2.91675,2.91675,0,0,22.7961517,-1.049756631,0,7.62777,7.62777,19.92283144,66.64271963,0.254938907,2.138333333,0.314282514,6.618333333,244.2121621,76.08896097,0.360786772,inactive
0.182407978,52.57729616,0,0,0,1.34,1.34,0,0,18.9634188,-0.784226184,0,3.58275,3.58275,18.571875,49.65349593,0.080572703,1.3975,0.097877499,3.876,190.3382994,52.57729616,0.228862768,inactive
0.429192484,100.1916702,829.92,318.3676678,2522.9568,3.14,3.14,967.83771,371.2746222,54.28073031,-1.196497948,646.912,8.5556,8.5556,135.0095799,89.71768675,0.335560885,2.20875,0.39503222,6.4386,306.3163561,100.1916702,0.436374117,inactive
0.435531629,81.46986519,538.08,206.4142022,1635.7632,1.438333333,1.438333333,627.4991746,240.7165133,55.45824622,-0.69663638,489.8048,3.876,3.876,145.4692225,71.5509038,0.23142625,1.650833333,0.267876402,4.522,280.346106,81.46986519,0.440484208,inactive
0.448627296,95.2420066,522.88,200.5832925,1589.5552,1.565,1.565,609.7732092,233.9166118,59.96021379,-0.745051938,480.5632,4.199,4.199,166.9433944,87.4800189,0.274325356,1.7775,0.316336058,4.845,342.4900095,95.2420066,0.454278492,inactive
0.401334437,91.97882945,522.88,200.5832925,1589.5552,1.565,1.565,609.7732092,233.9166118,55.40971007,-0.661380712,480.5632,4.199,4.199,136.5865299,83.78439037,0.266005269,1.7775,0.30872799,4.845,327.3181915,91.97882945,0.408184141,inactive
0.41422756,94.80827666,848.16,325.3647594,2578.4064,2.378125,2.378125,989.1088684,379.4345041,51.54804568,-0.810841076,702.3616,6.2985,6.2985,124.6231985,87.15655808,0.3629577,2.5375,0.438831927,6.783,354.7782668,94.80827666,0.417294026,inactive
0.273184277,94.49866003,0,0,0,1.60875,1.60875,0,0,29.78337093,-0.768597411,0,4.386,4.386,28.03565244,82.32987488,0.169140377,1.9275,0.208266403,5.4825,304.2872979,94.49866003,0.377081747,inactive
0.368550242,106.5462807,538.08,206.4142022,1635.7632,1.428125,1.428125,627.4991746,240.7165133,46.84219727,-0.703328888,480.5632,3.876,3.876,101.5624118,103.389707,0.298575322,1.5875,0.35731071,4.3605,389.6377806,106.5462807,0.377312626,inactive
0,0,0,0,0,0,0,0,0,0,-0.090885428,0,0,0,0,0,0.283609149,0,0.342358963,0,0,0,0,inactive
0.420645622,99.20418775,522.88,200.5832925,1589.5552,1.565,1.565,609.7732092,233.9166118,55.74389243,-0.433063666,480.5632,4.199,4.199,160.0799853,93.90596925,0.292821494,1.7775,0.342310289,4.845,366.0854741,99.20418775,0.422002879,inactive
0.288777882,74.83188757,413.44,158.6007429,1256.8576,1.50875,1.50875,482.1462585,184.957321,34.21832099,-0.50961586,425.1136,4.5524,4.5524,56.1170463,75.74836572,0.263572772,2.138333333,0.310907227,6.618333333,312.4436377,74.83188757,0.318236004,inactive
0.46866225,90.11194232,0,0,0,2.378125,2.378125,0,0,65.47644538,-0.810012149,0,6.2985,6.2985,157.6414477,85.05123001,0.278485786,2.5375,0.328043808,6.783,352.0895923,90.11194232,0.477808401,inactive
0.467125462,122.5115946,0,0,0,2.378125,2.378125,0,0,75.86808511,-0.810374623,0,6.2985,6.2985,223.6762911,115.4788091,0.310571102,2.5375,0.366474554,6.783,452.4551366,122.5115946,0.467133354,inactive
0.36697071,80.19427594,522.88,200.5832925,1589.5552,1.565,1.565,609.7732092,233.9166118,44.280605,-0.557051909,480.5632,4.199,4.199,110.1906942,72.14110521,0.283235899,1.7775,0.331103695,4.845,290.2873411,80.19427594,0.378343594,inactive
0.319458012,98.51533688,0,0,0,2.378125,2.378125,0,0,45.69410742,-0.803888325,0,6.2985,6.2985,68.84263393,100.2053128,0.289874202,2.5375,0.343596636,6.783,413.9759597,98.51533688,0.359421927,inactive
0.39733277,111.0257467,732.64,281.0498459,2227.2256,2.378125,2.378125,854.3915315,327.7552526,48.79388892,-0.806897258,591.4624,6.2985,6.2985,128.6021789,103.608836,0.239564431,2.5375,0.285783636,6.783,395.1829471,111.0257467,0.40603618,inactive
0.45656679,117.7513464,0,0,0,2.378125,2.378125,0,0,62.70693889,-0.807223341,0,6.2985,6.2985,159.988512,106.1896496,0.430954564,2.578333333,0.505974195,7.279533333,404.5712334,117.7513464,0.459064598,inactive
0.389694777,108.5251941,0,0,0,1.64875,1.64875,0,0,48.87648724,-0.806790636,0,4.7329,4.7329,116.3530692,96.90816899,0.19097663,2.008333333,0.243596638,5.826033333,342.7430912,108.5251941,0.407577059,inactive
0.401626351,98.56966269,0,0,0,1.618125,1.618125,0,0,50.60154194,-0.799209831,0,4.3605,4.3605,115.7081252,91.50334271,0.175176432,1.7775,0.226910206,4.845,350.577196,98.56966269,0.411379304,inactive
0.436188389,106.8475966,0,0,0,2.378125,2.378125,0,0,51.03832534,-0.790589725,0,6.2985,6.2985,138.9113583,103.0213686,0.256840681,2.5375,0.306228699,6.783,404.251872,106.8475966,0.447011702,inactive
0.453686986,95.73600868,553.28,212.2451118,1681.9712,1.618125,1.618125,645.22514,247.5164148,46.00406455,-0.799207191,572.9792,4.3605,4.3605,101.470068,84.18012221,0.165357004,1.7775,0.203784485,4.93425,300.3401755,95.73600868,0.471067276,inactive
0.436705068,103.6911496,522.88,200.5832925,1589.5552,1.565,1.565,609.7732092,233.9166118,55.74389243,-0.432355301,480.5632,4.199,4.199,160.0799853,96.9565011,0.304832273,1.7775,0.357000953,4.845,373.9970125,103.6911496,0.438234626,inactive
0.288648754,97.76437925,1345.04,520.8479631,4626.9376,1.565,1.565,1791.716993,693.8173929,38.44116661,-0.428095322,1562.0352,4.199,4.199,76.70451188,95.99512347,0.318650641,1.7775,0.368638999,4.845,363.6777796,97.76437925,0.335380819,inactive
0.391527566,99.22711054,2225.28,853.6451751,6764.8512,2.906041667,2.906041667,2595.081332,995.5055805,36.51161912,-0.680479324,1487.8976,9.247933333,9.247933333,72.53986377,86.50267944,0.264120893,4.679375,0.343645465,15.3482,287.0631742,99.22711054,0.412831706,inactive
0.333808894,114.9430812,2231.36,855.977539,6783.3344,2.906041667,2.906041667,2602.171718,998.2255411,40.1981527,-0.66295787,1497.1392,9.247933333,9.247933333,84.27221314,101.522321,0.15812319,4.679375,0.220247248,15.3482,368.9956579,114.9430812,0.347471291,inactive
0.312470371,94.24255614,1345.04,520.8479631,4626.9376,1.301458333,1.301458333,1791.716993,693.8173929,35.36681042,-0.693678117,1562.0352,3.553,3.553,71.22302739,83.85381994,0.363586878,1.47,0.46173021,4.42,280.5422541,94.24255614,0.352006992,inactive
0.405360653,62.66586576,1334.72,516.8516871,4591.4368,1.485625,1.485625,1777.969804,688.4939858,28.57405499,-35.46464165,1562.0352,3.507075,3.507075,49.2340924,51.52032889,0.232384082,1.6325,0.280834733,4.6835,162.7229133,62.66586576,0.433761395,inactive
0.369789728,100.7963005,2231.36,855.977539,6783.3344,3.294166667,3.294166667,2602.171718,998.2255411,38.25860052,-1.20930766,1497.1392,9.589,9.589,77.21669628,89.89533743,0.121639657,4.679375,0.138945555,15.3482,306.3715381,100.7963005,0.380070972,inactive
0.398069611,111.1242592,2094.56,803.499352,6367.4624,2.969375,2.969375,2442.63803,937.0264276,36.12347135,-0.747735429,1497.1392,9.409433333,9.409433333,81.30965384,97.89562495,0.213220874,4.742708333,0.261848968,15.5097,341.7139927,111.1242592,0.413828933,inactive
0.416429141,80.5967452,930.24,356.8516716,2827.9296,1.681458333,1.681458333,1084.829082,416.1539722,34.62606958,-0.985920939,831.744,4.522,4.522,70.44871487,70.58507285,0.174929738,1.681458333,0.2186068,4.522,213.7844165,80.5967452,0.424190178,inactive
0.350312295,101.5317641,1345.04,520.8479631,4626.9376,1.618125,1.618125,1791.716993,693.8173929,39.82576665,-0.81144161,1562.0352,4.3605,4.3605,78.666307,92.22188814,0.361823356,1.7775,0.430028233,4.845,331.4801795,101.5317641,0.390389622,inactive
0.260753108,90.48157305,1658.08,642.068333,5703.7952,1.618125,1.618125,2208.715065,855.2940751,33.01621645,-0.806712973,1834.208,4.3605,4.3605,31.97375435,84.33636523,0.290286477,1.7775,0.345905424,4.845,327.9996973,90.48157305,0.323452888,inactive
0.391768425,92.9820228,0,0,0,1.618125,1.618125,0,0,53.31065048,-0.816924802,0,4.3605,4.3605,140.794915,86.75939146,0.153844871,1.7775,0.195781801,4.845,311.7246305,92.9820228,0.398613404,inactive
0.375909366,83.72778034,0,0,0,1.871458333,1.871458333,0,0,54.53440648,-0.817459553,0,5.0065,5.0065,132.4071243,73.6206091,0.31387773,2.030833333,0.382816989,5.491,269.0563253,83.72778034,0.398706544,inactive
0.378644479,75.1390936,532,204.0818383,1617.28,1.438333333,1.438333333,620.4087885,237.9965527,45.41036416,-0.607026033,480.5632,3.876,3.876,113.1950594,71.76233425,0.269878009,1.650833333,0.321758473,4.93425,281.8528662,75.1390936,0.38772781,inactive
0.337624986,87.95055846,0,0,0,1.618125,1.618125,0,0,44.24198493,-0.816333082,0,4.3605,4.3605,105.8619443,78.20766515,0.224840726,1.7775,0.291052518,4.93425,278.3006963,87.95055846,0.364616329,inactive
0.353675095,85.26379828,0,0,0,2.251458333,2.251458333,0,0,50.30987602,-0.801487062,0,5.9755,5.9755,123.2197767,78.99864132,0.26368302,2.410833333,0.32249782,6.46,308.5141754,85.26379828,0.389902712,inactive
0.452405851,87.5666486,0,0,0,1.871458333,1.871458333,0,0,66.08217317,-0.817329398,0,5.0065,5.0065,159.2893537,81.77317688,0.340781501,2.030833333,0.420160737,5.491,316.2764202,87.5666486,0.463941826,inactive
0.541883459,57.95764336,583.68,223.9069312,1774.3872,1.528125,1.528125,680.6770708,261.1162178,28.27200613,-0.631247333,517.5296,4.213875,4.213875,53.26163358,50.34981332,0.200300616,1.6325,0.239162574,4.6835,146.5081703,57.95764336,0.552333543,inactive
0.364616827,82.5692965,553.28,212.2451118,1681.9712,1.618125,1.618125,645.22514,247.5164148,40.70121321,-0.81707567,572.9792,4.3605,4.3605,90.59849001,75.70703982,0.152278947,1.7775,0.185781479,4.93425,284.1128913,82.5692965,0.39007288,inactive
0.404932921,95.5914117,2170.56,832.6539003,6598.5024,2.906041667,2.906041667,2531.267857,971.0259351,40.21400741,-0.814462198,1654.2464,9.247933333,9.247933333,86.78498881,86.99651549,0.24303743,4.679375,0.292026966,15.3482,310.9619252,95.5914117,0.418757395,inactive
0.270940889,85.73158629,1658.08,642.068333,5703.7952,1.491458333,1.491458333,2208.715065,855.2940751,33.23807795,-0.821051072,1834.208,4.0375,4.0375,32.11292172,77.6497518,0.334092191,1.650833333,0.419657423,4.522,289.5872862,85.73158629,0.313111372,inactive
0.404600482,91.78873779,0,0,0,1.871458333,1.871458333,0,0,52.94564457,-0.813316409,0,5.0065,5.0065,138.9958574,85.50243982,0.169823738,2.030833333,0.20794409,5.491,325.7802793,91.78873779,0.417997754,inactive
0.419502759,92.79080521,0,0,0,2.378125,2.378125,0,0,55.66930017,-0.804097291,0,6.2985,6.2985,139.6194019,88.13176248,0.262622606,2.5375,0.307901913,6.783,352.7396646,92.79080521,0.441983594,inactive
0.364498874,82.19961152,0,0,0,1.491458333,1.491458333,0,0,55.19868076,-0.822158675,0,4.0375,4.0375,164.535747,79.84398429,0.259913593,1.650833333,0.31808617,4.522,294.2801721,82.19961152,0.377935388,inactive
0.394946919,88.17453444,2170.56,832.6539003,6598.5024,2.906041667,2.906041667,2531.267857,971.0259351,42.1407899,-0.814462198,1654.2464,9.247933333,9.247933333,90.1717239,80.13717036,0.241507949,4.679375,0.289367527,15.3482,284.6235017,88.17453444,0.405867693,inactive
0.268957305,95.15280076,1658.08,642.068333,5703.7952,1.998125,1.998125,2208.715065,855.2940751,34.44758272,-0.814372767,1834.208,5.3295,5.3295,41.6121852,86.1937728,0.304679954,2.1575,0.373413729,5.814,327.0839208,95.15280076,0.307555595,inactive
0.275592786,87.22727355,1658.08,642.068333,5703.7952,1.871458333,1.871458333,2208.715065,855.2940751,33.05321754,-0.817420348,1834.208,5.0065,5.0065,31.99646194,82.1691753,0.329890005,2.030833333,0.410132292,5.491,321.5983135,87.22727355,0.320176917,inactive
0.277455626,89.00462042,1658.08,642.068333,5703.7952,1.998125,1.998125,2208.715065,855.2940751,32.89180471,-0.813628141,1834.208,5.3295,5.3295,31.9058466,81.59679629,0.359149165,2.1575,0.446725846,5.814,327.6251187,89.00462042,0.326075187,inactive
0.454173976,104.7134612,0,0,0,2.378125,2.378125,0,0,78.2680439,-0.818385369,0,6.2985,6.2985,237.6497581,98.87092405,0.135352483,2.5375,0.160086244,6.783,391.0532959,104.7134612,0.454402051,inactive
0.433211192,103.8803229,0,0,0,2.378125,2.378125,0,0,65.82268364,-0.804492134,0,6.2985,6.2985,159.8545246,96.86574874,0.255207137,2.5375,0.295624444,6.783,395.975213,103.8803229,0.441100806,inactive
0.476066617,94.91070474,0,0,0,2.378125,2.378125,0,0,78.36883324,-0.804535277,0,6.2985,6.2985,229.0169756,92.81848362,0.434693395,2.5375,0.541894018,6.783,385.608099,94.91070474,0.476973492,inactive
0.404165346,89.69686441,720.48,276.3851182,2190.2592,1.428125,1.428125,840.2107592,322.3153314,49.60910222,-0.777779253,591.4624,3.876,3.876,124.5896123,82.499226,0.149805559,1.5875,0.18489072,4.3605,309.4482383,89.69686441,0.42252837,inactive
0.521322462,95.79523765,0,0,0,2.378125,2.378125,0,0,67.02873827,-0.804148699,0,6.2985,6.2985,179.3343068,88.91981017,0.275759735,2.5375,0.321830944,6.783,352.0603685,95.79523765,0.527310622,inactive
0.494197583,97.44467619,0,0,0,2.378125,2.378125,0,0,79.1380539,-0.804534802,0,6.2985,6.2985,232.6937487,94.00281086,0.26745326,2.5375,0.311612923,6.783,380.8143943,97.44467619,0.496675606,inactive
0.492711034,97.80030461,0,0,0,2.378125,2.378125,0,0,70.7234665,-0.804148699,0,6.2985,6.2985,191.5009133,90.6124121,0.254517757,2.5375,0.296961101,6.783,358.8043781,97.80030461,0.494766702,inactive
0.463095217,111.424591,0,0,0,1.998125,1.998125,0,0,78.63375338,-0.80790482,0,5.3295,5.3295,239.3321333,107.4104089,0.250842949,2.1575,0.30354385,5.814,425.1834565,111.424591,0.464686973,inactive
0.497240536,94.39829752,0,0,0,2.378125,2.378125,0,0,77.95748565,-0.804534782,0,6.2985,6.2985,225.6408259,95.50236512,0.276602685,2.5375,0.319733827,6.783,394.3450197,94.39829752,0.500549853,inactive
0.348827652,101.622342,1345.04,520.8479631,4626.9376,2.378125,2.378125,1791.716993,693.8173929,49.36977742,-0.803945915,1562.0352,6.2985,6.2985,103.8199023,93.78270789,0.232267699,2.5375,0.273915839,6.783,363.8713173,101.622342,0.399319542,inactive
0.520877332,89.53683694,0,0,0,1.618125,1.618125,0,0,68.58481605,-0.799275565,0,4.3605,4.3605,190.7017708,83.95541059,0.135422948,1.7775,0.166195081,4.845,326.4743415,89.53683694,0.524792346,inactive
0.442340406,99.16503978,0,0,0,1.998125,1.998125,0,0,71.27881106,-0.814242083,0,5.3295,5.3295,202.9405516,92.52111465,0.211807534,2.1575,0.258916729,5.814,352.5272176,99.16503978,0.446339941,inactive
0.393316338,105.255805,538.08,206.4142022,1635.7632,1.185,1.185,627.4991746,240.7165133,56.75794132,-0.434727532,480.5632,3.23,3.23,166.1019596,98.38810427,0.304019046,1.3975,0.363026321,3.876,372.1629271,105.255805,0.395769077,inactive
0.430241238,138.7359748,738.72,283.3822098,2245.7088,1.44625,1.44625,861.4819177,330.4752132,50.19511723,-0.399453186,600.704,3.90575,3.90575,132.4060623,124.4428651,0.109503854,1.5875,0.132559079,4.3605,447.1733111,138.7359748,0.441149335,inactive
0.363213058,118.5634628,550.24,211.0789299,1672.7296,0.931666667,0.931666667,641.6799469,246.1564345,58.62422103,-0.441752168,480.5632,2.584,2.584,176.2634003,113.378543,0.139151871,1.144166667,0.158300122,3.23,420.2993137,118.5634628,0.36714799,inactive
0.290039999,66.6299512,0,0,0,1.238125,1.238125,0,0,39.81048077,-0.825693054,0,3.3915,3.3915,88.7894359,61.64366083,0.162029547,1.3975,0.193001772,3.876,202.6585722,66.6299512,0.299016104,inactive
0.361995606,93.88113827,0,0,0,1.998125,1.998125,0,0,43.58541846,-0.812717078,0,5.3295,5.3295,80.6270544,87.66778798,0.289287372,2.1575,0.346011674,5.814,346.5937618,93.88113827,0.370334562,inactive
0.44991964,100.3074004,0,0,0,1.998125,1.998125,0,0,79.60716091,-0.807971621,0,5.3295,5.3295,245.166271,97.17844129,0.355132573,2.1575,0.442222765,5.814,388.4879528,100.3074004,0.450080167,inactive
0.501477518,86.99413168,0,0,0,1.491458333,1.491458333,0,0,62.86703021,-0.792821374,0,4.0375,4.0375,167.0497174,81.97154832,0.125297145,1.650833333,0.153711204,4.522,310.0885521,86.99413168,0.510127533,inactive
0.231165247,237.1088753,1664.96,644.7325169,5727.4624,3.2975,3.2975,2217.879858,858.8430132,35.1864734,-1.191206404,1751.3728,8.721,8.721,40.44811688,220.4547319,0.198119333,3.2975,0.243293957,8.721,937.3490492,237.1088753,0.273185541,inactive
0.318009874,72.00820916,0,0,0,1.123125,1.123125,0,0,37.39559378,-0.602481955,0,3.2895,3.2895,84.41124324,61.32711428,0.072597577,1.60125,0.07304617,4.93425,162.7922789,72.00820916,0.324299704,inactive
0.309720595,126.0265544,1345.04,520.8479631,4626.9376,1.998125,1.998125,1791.716993,693.8173929,41.45752904,-0.800710546,1562.0352,5.3295,5.3295,87.45351387,111.0643756,0.26240119,2.1575,0.333885329,5.814,385.4596505,126.0265544,0.344990619,inactive
0.38316017,107.3552251,1334.72,516.8516871,4591.4368,1.306041667,1.306041667,1777.969804,688.4939858,42.80683182,-0.554461896,1562.0352,3.5434375,3.5434375,100.0842842,97.7691666,0.307761109,1.57625,0.407860804,4.743,348.6247032,107.3552251,0.411014807,inactive
0.344849664,92.87189525,0,0,0,2.188125,2.188125,0,0,43.80804963,-0.659806743,0,5.814,5.814,102.4243983,81.77452298,0.276810027,2.3475,0.35801251,6.2985,290.4173284,92.87189525,0.378354621,inactive
0.436067657,126.7214974,0,0,0,2.378125,2.378125,0,0,77.5173913,-0.81452077,0,6.2985,6.2985,233.5443627,117.8127499,0.341904823,2.5375,0.44778355,6.783,440.1457819,126.7214974,0.4363755,inactive
0.487702498,112.4231107,0,0,0,1.998125,1.998125,0,0,68.36673382,-0.807072362,0,5.3295,5.3295,190.0372347,104.8951994,0.304420038,2.1575,0.366002062,5.814,395.9455842,112.4231107,0.493847346,inactive
0.480001711,111.1670018,693.12,265.8894808,2107.0848,1.998125,1.998125,808.3040215,310.0755087,64.06109107,-0.807342808,646.912,5.3295,5.3295,176.9245922,103.8647537,0.298030277,2.1575,0.357576218,5.814,399.220019,111.1670018,0.483242492,inactive
0.448232244,94.59833898,0,0,0,1.998125,1.998125,0,0,64.07124269,-0.814383648,0,5.3295,5.3295,168.2755409,86.18095334,0.355563253,2.1575,0.426044018,5.814,328.9547052,94.59833898,0.45091696,inactive
0.532670151,93.35118231,0,0,0,2.378125,2.378125,0,0,73.32871326,-0.81067591,0,6.2985,6.2985,197.7848953,82.20845694,0.338288232,2.65875,0.395000913,9.5146875,313.9289034,93.35118231,0.545830796,inactive
0.363413228,91.18003238,1382.88,535.5009748,4757.1072,2.378125,2.378125,1842.123353,713.3365523,45.70923206,-0.810824446,1585.7024,6.2985,6.2985,88.86280444,84.17230574,0.3393896,2.5375,0.394005727,6.783,330.0767563,91.18003238,0.414243686,inactive
0.383976105,90.88337846,0,0,0,1.491458333,1.491458333,0,0,65.1676046,-0.819696223,0,4.0375,4.0375,187.6660634,81.22051624,0.172712468,1.784166667,0.206829341,5.117,283.9718049,90.88337846,0.400311195,inactive
0.253093399,103.6369338,1334.72,516.8516871,4591.4368,1.618125,1.618125,1777.969804,688.4939858,26.25191776,-0.80383697,1562.0352,4.3605,4.3605,25.88155123,94.5257311,0.261368124,1.7775,0.308741485,4.845,352.4791701,103.6369338,0.350091176,inactive
0,0,0,0,0,0,0,0,0,0,-0.175111519,0,0,0,0,0,0.372039584,0,0.442312784,0,0,0,0,inactive
0.405855261,101.8519977,0,0,0,1.618125,1.618125,0,0,55.53755418,-0.810661829,0,4.3605,4.3605,147.5551434,92.41314197,0.154503418,1.7775,0.194083586,4.845,335.7825257,101.8519977,0.415075297,inactive
0.346346509,95.67640636,0,0,0,1.618125,1.618125,0,0,61.55447596,-0.818214938,0,4.3605,4.3605,185.1128579,86.3653495,0.136811626,1.7775,0.180123416,4.845,312.7595292,95.67640636,0.364257464,inactive
0.38492118,120.1481329,0,0,0,1.618125,1.618125,0,0,59.17362041,-0.814371577,0,4.3605,4.3605,163.2353652,109.2071778,0.262230957,1.7775,0.360507914,4.845,386.984328,120.1481329,0.39109491,inactive
0.473806266,108.622304,829.92,318.3676678,2522.9568,1.998125,1.998125,967.83771,371.2746222,53.45238672,-0.806802628,683.8784,5.3295,5.3295,125.333538,99.52767288,0.321283907,2.198333333,0.387489568,6.310533333,359.257651,108.622304,0.475756097,inactive
0.415091836,113.8464845,1334.72,516.8516871,4591.4368,1.618125,1.618125,1777.969804,688.4939858,61.77708519,-0.810671859,1562.0352,4.3605,4.3605,143.5392717,101.777295,0.376210199,2.65875,0.477737555,9.5146875,366.6615435,113.8464845,0.456608749,inactive
0.379200832,97.09369563,738.72,283.3822098,2245.7088,1.39375,1.39375,861.4819177,330.4752132,42.3466609,-0.656025883,600.704,3.83775,3.83775,102.7447135,87.23554384,0.316795406,1.7125,0.395748319,4.93425,306.9860766,97.09369563,0.392086125,inactive
0.397660649,95.52792387,614.08,235.5687505,1866.8032,1.618125,1.618125,716.1290015,274.7160209,53.159901,-0.825764878,536.0128,4.3605,4.3605,133.7023326,85.42421742,0.091526007,1.895,0.120687221,5.712,296.3691141,95.52792387,0.412357744,inactive
0.434933582,83.85361492,0,0,0,1.618125,1.618125,0,0,67.35711587,-0.817876698,0,4.3605,4.3605,179.5891739,74.28383137,0.149824696,1.7775,0.19552651,4.845,259.5740116,83.85361492,0.438131549,inactive
