HM_F_BB_Ci(2.0_-2.0)_2_SS5_H_A_SRW_p_MAS,P3_F_BB_nCi_2_NS4_H_A_KA_h_MAS,RA_F_AB_nCi_2_NS6_H_n_D_SRW_e_MAS,RA_F_AB_nCi_2_NS6_H_n_D_SRW_m_MAS,RA_Q_AB_nCi_2_NS6_H_n_D_SRW_e_MAS,MX_F_AB_nCi_2_SS1_n_X_LGP[1-3]_e_MAS,MX_F_AB_nCi_2_SS1_n_X_NSRW_e_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_m-e_MAS,RA_Q_AB_nCi_2_NS6_H_n_D_SRW_m_MAS,HM_F_BB_nCi_2_NS4_H_A_SRW_e_MAS,MN_B_AB_nCi_2_NS1_T_NSRW_c-m_MAS,RA_Q_AB_nCi_2_NS5_H_n_D_SRW_e_MAS,MX_Q_AB_nCi_2_SS1_n_X_NSRW_e_MAS,MX_Q_AB_nCi_2_SS1_n_X_LGP[1-3]_e_MAS,HM_F_BB_nCi_2_NS5_H_A_SRW_e_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1-3]_h_MAS,SD_B_AB_nCi_2_MP5_T_LGP[2-4]_e-p_MAS,MX_F_AB_nCi_2_SS1_A_LGP[1]_e_MAS,SD_B_AB_nCi_2_MP7_T_LGP[2-4]_e-p_MAS,MX_Q_AB_nCi_2_SS1_A_LGP[1]_e_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_LGP[1_2_6]_h_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_KA_h_MAS,GM_F_BB_Ci(2.0_-2.0)_2_SS5_H_A_SRW_p_MAS,classreal
0.258940943,63.39640556,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,27.1556045,-0.651742606,1834.208,3.83775,3.83775,28.75728107,54.17747125,0.14367609,1.7125,0.173594332,4.93425,196.5145319,63.39640556,0.308615968,active
0.254198364,63.60133892,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,27.1556045,-0.651742971,1834.208,3.83775,3.83775,28.75728107,54.62393843,0.153310474,1.7125,0.188171982,4.93425,199.7277603,63.60133892,0.30189384,active
0.233895837,58.45061894,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,24.91897874,-0.651742971,1834.208,3.83775,3.83775,24.40991147,49.87490784,0.14781559,1.7125,0.180244715,4.93425,176.2800509,58.45061894,0.280368658,active
0.22863401,61.14639635,1658.08,642.068333,5703.7952,1.15125,1.15125,2208.715065,855.2940751,24.20257185,-0.556419563,1834.208,3.3235,3.3235,24.33457736,53.34648759,0.140685647,1.57625,0.172300059,4.743,201.6249047,61.14639635,0.266532911,active
0.247121516,86.18823795,1658.08,642.068333,5703.7952,0.69875,0.69875,2208.715065,855.2940751,25.39468667,-0.190647648,1834.208,1.938,1.938,28.24190302,75.03108273,0.335887922,1.0175,0.388201754,2.907,305.9180354,86.18823795,0.281462664,active
0.216779693,84.39820324,1658.08,642.068333,5703.7952,0.69875,0.69875,2208.715065,855.2940751,22.56578538,-0.188393975,1834.208,1.938,1.938,21.8131421,73.67955576,0.321226475,1.0175,0.373520358,2.907,287.8953671,84.39820324,0.252395236,active
0.24047004,54.14926045,1658.08,642.068333,5703.7952,0.96375,0.96375,2208.715065,855.2940751,26.71441534,-0.661481064,1834.208,2.74125,2.74125,24.73230919,46.00345809,0.410847264,1.2825,0.487165466,3.83775,157.5997024,54.14926045,0.286993647,active
0.240942707,51.35362552,1658.08,642.068333,5703.7952,0.96375,0.96375,2208.715065,855.2940751,26.71441534,-0.661481064,1834.208,2.74125,2.74125,24.73230919,43.5982542,0.377060377,1.2825,0.469866045,3.83775,149.9274015,51.35362552,0.287896378,active
0.172845708,24.7011952,1658.08,642.068333,5703.7952,0.4275,0.4275,2208.715065,855.2940751,17.65029445,-0.190647312,1834.208,1.27925,1.27925,13.90186736,19.04947244,0.169682528,0.8525,0.206624486,2.74125,65.39814266,24.7011952,0.201098105,active
0.274086829,173.9138434,680.96,261.224753,2070.1184,2.8975,2.8975,794.1232492,304.6355875,50.90660316,-0.854772884,563.7376,7.6504,7.6504,137.994483,155.1800507,0.201902502,1.905,0.236750676,5.3217,711.1856067,173.9138434,0.303134309,active
0.28008819,161.0297286,680.96,261.224753,2070.1184,2.8975,2.8975,794.1232492,304.6355875,50.90660316,-0.854772868,563.7376,7.6504,7.6504,137.994483,160.1460292,0.219431742,1.905,0.26297138,5.3217,701.5958671,161.0297286,0.308972701,active
0.258927591,98.763884,1379.44,534.1688828,4745.2736,1.966666667,1.966666667,1837.540957,711.5620833,32.51508123,-0.647237259,1585.7024,6.130666667,6.130666667,57.21636868,83.99112822,0.269762808,3.14,0.371919436,9.8496,273.1738287,98.763884,0.306019319,active
0.420472631,63.75163782,0,0,0,1.39375,1.39375,0,0,38.93119266,-0.655875898,0,3.83775,3.83775,77.53555556,51.22326114,0.273996865,1.7125,0.317681396,4.93425,164.633715,63.75163782,0.44898097,active
0.418109297,102.4002537,0,0,0,2.188125,2.188125,0,0,39.70286581,-0.748059421,0,5.814,5.814,89.49620902,91.15033712,0.291476407,2.3475,0.334690595,6.2985,334.1656598,102.4002537,0.432857414,active
0.2532816,57.20881899,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,24.50505289,-0.651720228,1834.208,3.83775,3.83775,26.40411763,45.57687764,0.227585558,1.7125,0.264401786,4.93425,143.1408782,57.20881899,0.305092361,active
0.181858644,32.02014232,1658.08,642.068333,5703.7952,0.892083333,0.892083333,2208.715065,855.2940751,17.87965949,-0.567839369,1834.208,2.5585,2.5585,15.91129064,23.52249954,0.131634333,1.210833333,0.153679524,3.655,63.78144849,32.02014232,0.209303543,active
0.178767703,33.20929634,1658.08,642.068333,5703.7952,0.892083333,0.892083333,2208.715065,855.2940751,17.87965949,-0.567682383,1834.208,2.5585,2.5585,15.91129064,23.95236545,0.099407651,1.210833333,0.118470697,3.655,60.90217223,33.20929634,0.205931987,active
0.183953217,33.08911683,1658.08,642.068333,5703.7952,0.892083333,0.892083333,2208.715065,855.2940751,17.87965949,-0.567995431,1834.208,2.5585,2.5585,15.91129064,22.82498618,0.145156372,1.210833333,0.167836835,3.655,68.10984028,33.08911683,0.212064295,active
0.410660421,155.3258284,620.16,237.9011144,1885.2864,2.188125,2.188125,723.2193877,277.4359815,38.8340638,-54.00214833,545.2544,5.814,5.814,83.02029744,140.2720137,0.158555858,2.3475,0.166120546,6.2985,475.3457243,155.3258284,0.416872242,active
0.379041089,134.3245745,620.16,237.9011144,1885.2864,1.495625,1.495625,723.2193877,277.4359815,39.28089184,-54.00364189,545.2544,4.048125,4.048125,84.46778006,122.3773097,0.133828431,1.5875,0.16979864,4.3605,402.4185917,134.3245745,0.385302073,active
0.225892313,96.17517224,1658.08,642.068333,5703.7952,0.892083333,0.892083333,2208.715065,855.2940751,31.73432725,-0.651554458,1834.208,2.5585,2.5585,46.86486834,81.69540722,0.192646575,1.210833333,0.281309881,3.655,264.5697981,96.17517224,0.271661596,active
0.221574735,27.92370927,1658.08,642.068333,5703.7952,0.820416667,0.820416667,2208.715065,855.2940751,21.7207063,-0.609825031,1834.208,2.37575,2.37575,20.50128573,20.40419259,0.143754948,1.139166667,0.178609205,3.47225,59.65446842,27.92370927,0.255783717,active
0.174928832,26.74076924,1658.08,642.068333,5703.7952,0.4275,0.4275,2208.715065,855.2940751,17.65029445,-0.190571716,1834.208,1.27925,1.27925,13.90186736,19.37309564,0.167008185,0.8525,0.203444147,2.74125,62.1231578,26.74076924,0.203217792,active
0.173543596,29.44380531,1658.08,642.068333,5703.7952,0.4275,0.4275,2208.715065,855.2940751,17.65029445,-0.190647312,1834.208,1.27925,1.27925,13.90186736,23.84681929,0.154949766,0.8525,0.189663281,2.74125,68.27102487,29.44380531,0.201683417,active
0.175664014,21.83776491,1658.08,642.068333,5703.7952,0.4275,0.4275,2208.715065,855.2940751,17.65029445,-0.190647312,1834.208,1.27925,1.27925,13.90186736,17.1829427,0.167624956,0.8525,0.204684388,2.74125,61.78415446,21.83776491,0.204190701,active
0.173351714,24.42137403,1658.08,642.068333,5703.7952,0.4275,0.4275,2208.715065,855.2940751,17.65029445,-0.190647312,1834.208,1.27925,1.27925,13.90186736,18.53533182,0.162714109,0.8525,0.198253583,2.74125,61.45183517,24.42137403,0.201324505,active
0.219889267,77.93445532,1658.08,642.068333,5703.7952,0.892083333,0.892083333,2208.715065,855.2940751,26.31261012,-0.650769574,1834.208,2.5585,2.5585,30.28657434,66.31335059,0.226383807,1.210833333,0.284878824,3.655,217.1327969,77.93445532,0.263240051,active
0.22339037,77.13131961,1658.08,642.068333,5703.7952,0.892083333,0.892083333,2208.715065,855.2940751,26.17445251,-0.650773308,1834.208,2.5585,2.5585,30.87037502,65.67141259,0.14594669,1.210833333,0.185320689,3.655,220.5016061,77.13131961,0.264545812,active
0.208047658,32.75263283,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,20.82086012,-0.613787475,1834.208,2.193,2.193,18.70417635,25.6032754,0.144395345,1.0675,0.183956144,3.2895,64.55297501,32.75263283,0.243868659,active
0.195555106,27.14085779,1658.08,642.068333,5703.7952,0.892083333,0.892083333,2208.715065,855.2940751,18.03591022,-0.567997733,1834.208,2.5585,2.5585,17.60804153,19.14705434,0.124138796,1.210833333,0.134467048,3.655,60.9081568,27.14085779,0.222904384,active
0.293443044,14.3888853,0,0,0,0.892083333,0.892083333,0,0,18.86,-0.568000038,0,2.5585,2.5585,37.72,11.03578841,0.360960083,1.210833333,0.41573083,3.655,24.18157338,14.3888853,0.293443044,active
0.576167563,60.12430841,994.08,381.3414922,3022.0032,1.712083333,1.712083333,1159.278136,444.7135585,29.22404069,-0.543536873,804.0192,4.956466667,4.956466667,52.10585715,53.59617225,0.330805154,2.198333333,0.39039645,6.434666667,165.6036146,60.12430841,0.604821805,active
0.309457202,56.46902599,1658.08,642.068333,5703.7952,1.712083333,1.712083333,2208.715065,855.2940751,23.59735523,-0.544673931,1834.208,4.956466667,4.956466667,26.06184038,46.03340409,0.315779645,2.198333333,0.375359784,6.434666667,131.3190282,56.46902599,0.403961362,active
0.311175801,57.80234554,1658.08,642.068333,5703.7952,1.712083333,1.712083333,2208.715065,855.2940751,23.59735523,-0.544670466,1834.208,4.956466667,4.956466667,26.06184038,47.36253139,0.315846538,2.198333333,0.376040518,6.434666667,133.2068289,57.80234554,0.405211348,active
0.554628464,64.30460335,994.08,381.3414922,3022.0032,1.712083333,1.712083333,1159.278136,444.7135585,32.46360387,-0.655270212,804.0192,4.956466667,4.956466667,58.69707848,53.2173214,0.339010086,2.198333333,0.40096307,6.434666667,166.9670876,64.30460335,0.585132626,active
0.392135585,65.14387105,1658.08,642.068333,5703.7952,1.712083333,1.712083333,2208.715065,855.2940751,28.16568882,-0.65172025,1834.208,4.956466667,4.956466667,37.01271429,53.10786047,0.325654921,2.198333333,0.387027674,6.434666667,158.273836,65.14387105,0.47793607,active
0.391813731,62.52400277,1658.08,642.068333,5703.7952,1.712083333,1.712083333,2208.715065,855.2940751,28.16568882,-0.651718617,1834.208,4.956466667,4.956466667,37.01271429,50.75794354,0.325432608,2.198333333,0.386701693,6.434666667,151.8331984,62.52400277,0.47880668,active
0.541699206,67.17839741,994.08,381.3414922,3022.0032,1.712083333,1.712083333,1159.278136,444.7135585,34.92747955,-0.655237773,804.0192,4.956466667,4.956466667,63.83572186,54.74330452,0.341664773,2.198333333,0.405224611,6.434666667,167.7978504,67.17839741,0.572081677,active
0.579847781,55.25598922,994.08,381.3414922,3022.0032,1.712083333,1.712083333,1159.278136,444.7135585,29.22404069,-0.543536876,804.0192,4.956466667,4.956466667,52.10585715,49.25457053,0.35220705,2.198333333,0.417183503,6.434666667,152.4086558,55.25598922,0.607812426,active
0.580763239,57.49766169,994.08,381.3414922,3022.0032,1.712083333,1.712083333,1159.278136,444.7135585,29.22404069,-0.543536876,804.0192,4.956466667,4.956466667,52.10585715,51.3768291,0.35331221,2.198333333,0.417560262,6.434666667,159.1483761,57.49766169,0.608558292,active
0.550062381,95.74449243,994.08,381.3414922,3022.0032,2.188125,2.188125,1159.278136,444.7135585,34.81228134,-0.748102756,804.0192,5.814,5.814,65.56285105,84.39979961,0.351731117,2.3475,0.41664873,6.434666667,300.6900984,95.74449243,0.572116815,active
0.196041843,26.86286959,1658.08,642.068333,5703.7952,0.892083333,0.892083333,2208.715065,855.2940751,18.03591022,-0.568000007,1834.208,2.5585,2.5585,17.60804153,20.14058936,0.139450418,1.210833333,0.153720333,3.655,60.07124939,26.86286959,0.223162825,active
0.201025953,30.42197644,1678.72,650.0608848,5774.7968,1.17625,1.17625,2236.209444,865.9408893,17.97871972,-0.514487382,1834.208,3.47225,3.47225,15.81322952,21.95073252,0.177581109,1.92,0.191993159,6.03075,64.91943501,30.42197644,0.226354167,active
0.390730119,64.35389642,1658.08,642.068333,5703.7952,1.712083333,1.712083333,2208.715065,855.2940751,28.16568882,-0.651718564,1834.208,4.956466667,4.956466667,37.01271429,52.30231722,0.330235423,2.198333333,0.391908611,6.434666667,160.3782427,64.35389642,0.478358646,active
0.216779693,84.36617753,1658.08,642.068333,5703.7952,0.69875,0.69875,2208.715065,855.2940751,22.56578538,-0.188393975,1834.208,1.938,1.938,21.8131421,73.24044844,0.321226475,1.0175,0.373520358,2.907,286.1760743,84.36617753,0.252395236,active
0.202847411,33.00506054,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,20.16234881,-0.609621205,1834.208,2.193,2.193,17.59883076,24.83317337,0.131147237,1.0675,0.164328121,3.2895,63.05751706,33.00506054,0.2378283,active
0.22515833,28.64703638,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,21.94727221,-0.613793438,1834.208,2.193,2.193,20.75239932,20.67990945,0.128603965,1.0675,0.160582865,3.2895,56.44618902,28.64703638,0.261796962,active
0.21104653,31.17081372,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,20.82086012,-0.613938421,1834.208,2.193,2.193,18.70417635,23.22845537,0.128936071,1.0675,0.160608752,3.2895,61.16897253,31.17081372,0.247118011,active
0.226796238,28.77343623,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,21.94727221,-0.613938448,1834.208,2.193,2.193,20.75239932,20.79964487,0.134420666,1.0675,0.167339466,3.2895,58.03263126,28.77343623,0.263515636,active
0.210482438,30.97028778,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,20.82086012,-0.614083435,1834.208,2.193,2.193,18.70417635,23.24793858,0.128281001,1.0675,0.159744904,3.2895,60.57206864,30.97028778,0.246527978,active
0.199278732,34.27832091,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,19.73033447,-0.609466798,1834.208,2.193,2.193,16.90711425,25.59974831,0.150858589,1.0675,0.18927802,3.2895,65.44097323,34.27832091,0.23335619,active
0.230346265,28.76628179,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,21.94727221,-0.609769361,1834.208,2.193,2.193,20.75239932,21.31616071,0.140999605,1.0675,0.174652752,3.2895,57.95077708,28.76628179,0.266144162,active
0.196462641,35.24787188,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,19.42510819,-0.609466999,1834.208,2.193,2.193,16.43344587,26.00339517,0.138095968,1.0675,0.170676922,3.2895,66.30045673,35.24787188,0.230132417,active
0.221989429,28.88031995,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,21.94727221,-0.613941498,1834.208,2.193,2.193,20.75239932,20.87923008,0.131709244,1.0675,0.165945648,3.2895,55.64037551,28.88031995,0.258774443,active
0.529651838,74.21490477,0,0,0,1.726875,1.726875,0,0,48.6234375,-14.04488271,0,3.563625,3.563625,83.71192982,63.20447826,0.269755734,1.2825,0.301365636,3.83775,218.2159617,74.21490477,0.536080494,active
0.537388472,58.69828924,0,0,0,1.726875,1.726875,0,0,48.6234375,-14.04488271,0,3.563625,3.563625,83.71192982,51.7319713,0.245791452,1.2825,0.288667383,3.83775,190.0263199,58.69828924,0.543713361,active
0.25370434,82.13390872,1664.96,644.7325169,5727.4624,1.17625,1.17625,2217.879858,858.8430132,28.05363321,-0.55641614,1751.3728,3.47225,3.47225,38.82145648,71.69244835,0.068095002,1.92,0.07487244,6.03075,240.6788257,82.13390872,0.294022724,active
0.238905641,30.63086289,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,24.50742082,-0.614541779,1834.208,2.193,2.193,22.96685824,23.00140738,0.106148317,1.0675,0.124348456,3.2895,62.16934494,30.63086289,0.281259088,active
0.179462387,30.77553528,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,18.06297272,-0.574813081,1834.208,2.193,2.193,14.89286649,22.13096035,0.088409432,1.0675,0.109376922,3.2895,61.0752435,30.77553528,0.209268363,active
0.238263768,49.56738437,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,24.02980025,-0.651952368,1834.208,3.83775,3.83775,22.5016551,38.99739082,0.130917746,1.7125,0.155249971,4.93425,127.202353,49.56738437,0.295014917,active
0.179739353,30.41270958,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,18.06297272,-0.574813081,1834.208,2.193,2.193,14.89286649,21.43608594,0.093813497,1.0675,0.115729151,3.2895,60.59530729,30.41270958,0.209601259,active
0.184423679,27.3268942,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,18.3075704,-0.574968337,1834.208,2.193,2.193,15.52528058,20.78518811,0.080393216,1.0675,0.096350865,3.2895,60.24541898,27.3268942,0.215204881,active
0.239895791,47.02097149,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,24.02980025,-0.655726838,1834.208,3.83775,3.83775,22.5016551,37.21393592,0.137737301,1.7125,0.163900209,4.93425,121.3478909,47.02097149,0.297453528,active
0.226138689,49.36114475,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,22.76398585,-0.655726838,1834.208,3.83775,3.83775,20.54626209,39.10600311,0.133621542,1.7125,0.158376724,4.93425,124.4399545,49.36114475,0.279864689,active
0.220097848,34.6904356,1658.08,642.068333,5703.7952,1.123125,1.123125,2208.715065,855.2940751,21.40762993,-0.541029397,1834.208,3.2895,3.2895,20.24721106,25.49005029,0.195412481,1.60125,0.234588248,4.93425,64.5867546,34.6904356,0.251926948,active
0.227636384,82.41153702,1658.08,642.068333,5703.7952,1.123125,1.123125,2208.715065,855.2940751,31.12583007,-0.650993249,1834.208,3.2895,3.2895,43.55700014,71.67595909,0.211594888,1.60125,0.294146852,4.93425,237.2519202,82.41153702,0.270980359,active
0.232317405,76.339502,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,27.72631712,-0.651721774,1834.208,3.83775,3.83775,31.74117594,64.75883754,0.222235404,1.7125,0.277954819,4.93425,213.3594913,76.339502,0.279130575,active
0.237605409,77.16191076,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,31.45463195,-0.656999863,1834.208,3.83775,3.83775,42.8217924,65.88023483,0.204603592,1.7125,0.26548435,4.93425,219.6097382,77.16191076,0.289601902,active
0.229541118,65.75232965,1658.08,642.068333,5703.7952,1.123125,1.123125,2208.715065,855.2940751,26.0743097,-0.650989129,1834.208,3.2895,3.2895,28.75964563,55.80019502,0.141716253,1.60125,0.18466703,4.93425,188.2513301,65.75232965,0.274927738,active
0.243580021,71.69215016,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,28.62029343,-0.651964209,1834.208,3.83775,3.83775,34.25271266,60.86273631,0.213693218,1.7125,0.269687888,4.93425,196.991602,71.69215016,0.291836944,active
0.241592418,59.26375778,1658.08,642.068333,5703.7952,1.123125,1.123125,2208.715065,855.2940751,25.88854735,-0.650998887,1834.208,3.2895,3.2895,27.67358111,50.04562084,0.095563876,1.60125,0.127710038,4.93425,171.8238689,59.26375778,0.284632663,active
0.241592418,60.06257539,1658.08,642.068333,5703.7952,1.123125,1.123125,2208.715065,855.2940751,25.88854735,-0.650998887,1834.208,3.2895,3.2895,27.67358111,50.69144232,0.095563876,1.60125,0.127710038,4.93425,173.9725417,60.06257539,0.284632663,active
0.250241789,60.44037128,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,26.83602509,-0.651718089,1834.208,3.83775,3.83775,29.15605831,50.73308211,0.095661542,1.7125,0.126925588,4.93425,172.8529101,60.44037128,0.296619632,active
0.227227292,82.01195522,1658.08,642.068333,5703.7952,1.123125,1.123125,2208.715065,855.2940751,30.1526641,-0.656999833,1834.208,3.2895,3.2895,37.47435264,69.91210468,0.104283106,1.60125,0.14983683,4.93425,231.2384798,82.01195522,0.276130301,active
0.249001966,80.22099072,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,34.14456186,-0.656999833,1834.208,3.83775,3.83775,49.30741708,68.23579534,0.108320596,1.7125,0.153449788,4.93425,225.6095826,80.22099072,0.303804282,active
0.256637114,78.8877639,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,34.71078724,-0.657180842,1834.208,3.83775,3.83775,49.69701805,66.88768737,0.109598537,1.7125,0.154817719,4.93425,222.1713327,78.8877639,0.311538006,active
0.174602586,48.45470873,1345.04,520.8479631,4626.9376,0.499166667,0.499166667,1791.716993,693.8173929,26.22904784,-0.223952087,1562.0352,1.462,1.462,43.06207313,45.69146371,0.175386241,0.924166667,0.218143023,2.924,173.8587603,48.45470873,0.205916612,active
0.231295365,82.3375678,1658.08,642.068333,5703.7952,1.123125,1.123125,2208.715065,855.2940751,31.45707328,-0.657180842,1834.208,3.2895,3.2895,40.86161018,70.09129332,0.093038505,1.60125,0.136711824,4.93425,231.7610795,82.3375678,0.281793722,active
0.240106724,81.77876998,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,33.13378457,-0.657180842,1834.208,3.83775,3.83775,45.83818426,69.55946707,0.095536577,1.7125,0.139500653,4.93425,229.8439461,81.77876998,0.293209328,active
0.249739983,81.53374954,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,34.9993022,-0.657180842,1834.208,3.83775,3.83775,52.19507126,69.27353333,0.096720148,1.7125,0.140255187,4.93425,228.72058,81.53374954,0.305035068,active
0.1990333,50.59272845,1351.92,523.512147,4650.6048,0.6425,0.6425,1800.881786,697.366331,26.09341634,-0.223952087,1562.0352,1.8275,1.8275,42.80866578,46.59390296,0.125278152,1.0675,0.149933744,3.2895,171.2142463,50.59272845,0.23419414,active
0.253830063,79.2036544,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,33.51801258,-0.704329318,1834.208,3.83775,3.83775,48.93780791,66.93838406,0.176568826,1.7125,0.221972528,4.93425,222.9284862,79.2036544,0.304894693,active
0.209821429,212.2605592,1664.96,644.7325169,5727.4624,2.790833333,2.790833333,2217.879858,858.8430132,35.33579624,-1.20185082,1751.3728,7.429,7.429,40.54681343,198.0047266,0.214217749,2.790833333,0.2718127,7.429,794.0984557,212.2605592,0.252625183,active
0.255996886,95.69651247,1345.04,520.8479631,4626.9376,1.39375,1.39375,1791.716993,693.8173929,36.2608638,-0.651803347,1562.0352,3.83775,3.83775,63.95497932,81.17754752,0.316780842,1.7125,0.410747435,4.93425,264.0412367,95.69651247,0.314012103,active
0.255951486,96.50295396,1345.04,520.8479631,4626.9376,1.39375,1.39375,1791.716993,693.8173929,36.2608638,-0.655730316,1562.0352,3.83775,3.83775,63.95497932,82.08059438,0.308672539,1.7125,0.405205492,4.93425,264.6873463,96.50295396,0.313665499,active
0.229826697,94.35265481,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,29.98598635,-0.65172027,1834.208,3.83775,3.83775,42.32242819,80.31511629,0.242525633,1.7125,0.32414368,4.93425,267.483862,94.35265481,0.277562634,active
0.184779095,37.30030758,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,18.85463628,-0.585798642,1834.208,2.193,2.193,16.50816901,29.90398077,0.211364626,1.0675,0.238391808,3.2895,85.41053208,37.30030758,0.213019421,active
0.20630725,52.59832969,1658.08,642.068333,5703.7952,0.6425,0.6425,2208.715065,855.2940751,20.91751114,-0.215782478,1834.208,1.8275,1.8275,20.88167921,40.93543581,0.237045745,1.0675,0.280807902,3.2895,140.6308129,52.59832969,0.243741501,active
0.307514522,81.61074348,1664.96,644.7325169,5727.4624,1.71625,1.71625,2217.879858,858.8430132,31.68926504,-0.644268377,1751.3728,4.845,4.845,47.63091365,72.28794197,0.058057151,2.35375,0.067852532,6.783,237.3100831,81.61074348,0.345572439,active
0.315961034,67.86345287,1664.96,644.7325169,5727.4624,1.71625,1.71625,2217.879858,858.8430132,32.37703757,-0.640751509,1751.3728,4.845,4.845,58.02687082,60.64468017,0.054532581,2.35375,0.062561347,6.783,203.9348265,67.86345287,0.344184396,active
0.308240067,71.50084942,1664.96,644.7325169,5727.4624,1.71625,1.71625,2217.879858,858.8430132,32.47273295,-0.553283281,1751.3728,4.845,4.845,56.08349196,64.0819572,0.07506787,2.35375,0.100496246,6.783,217.5856521,71.50084942,0.34086033,active
0.309588871,75.8963835,1664.96,644.7325169,5727.4624,1.71625,1.71625,2217.879858,858.8430132,30.72530776,-0.554217907,1751.3728,4.845,4.845,51.05267621,67.99255622,0.050282482,2.35375,0.057670636,6.783,220.0937458,75.8963835,0.34292288,active
0.312208094,70.68369084,1664.96,644.7325169,5727.4624,1.71625,1.71625,2217.879858,858.8430132,33.83809588,-0.64423672,1751.3728,4.845,4.845,58.33452233,63.31044821,0.070979804,2.35375,0.093684598,6.783,215.2015335,70.68369084,0.34407536,active
0.284659937,72.4172511,1664.96,644.7325169,5727.4624,1.71625,1.71625,2217.879858,858.8430132,30.7195988,-0.64415712,1834.208,4.845,4.845,45.46615671,63.97476448,0.071837255,2.35375,0.097643054,6.783,217.7391825,72.4172511,0.321397892,active
0.302241467,77.83872854,1664.96,644.7325169,5727.4624,1.17625,1.17625,2217.879858,858.8430132,33.41111541,-0.553280531,1751.3728,3.47225,3.47225,64.36201541,68.23163069,0.079779991,1.92,0.106918031,6.03075,232.6497434,77.83872854,0.33075978,active
0.305125847,75.06636751,1664.96,644.7325169,5727.4624,1.29125,1.29125,2217.879858,858.8430132,32.76011561,-0.700354115,1751.3728,3.6465,3.6465,63.71817994,65.81259327,0.054356292,1.92,0.065423757,6.03075,221.8682194,75.06636751,0.332685833,active
0.316353339,67.14352218,1664.96,644.7325169,5727.4624,1.28625,1.28625,2217.879858,858.8430132,34.33906936,-0.554217907,1751.3728,3.6465,3.6465,69.6193291,59.42806986,0.058694749,1.92,0.066292904,6.03075,203.7568019,67.14352218,0.340481637,active
0.286244503,76.63493236,1664.96,644.7325169,5727.4624,1.71625,1.71625,2217.879858,858.8430132,30.81389086,-0.554137659,1751.3728,4.845,4.845,49.32980237,69.18424638,0.054370077,2.35375,0.061809633,6.783,230.0393181,76.63493236,0.321468351,active
0.312923226,62.28439416,1664.96,644.7325169,5727.4624,1.17625,1.17625,2217.879858,858.8430132,35.27294424,-0.553283281,1751.3728,3.47225,3.47225,70.95811572,57.55877674,0.062411101,1.92,0.071194602,6.03075,202.6987248,62.28439416,0.338318839,active
0.320761622,61.35647849,1664.96,644.7325169,5727.4624,1.17625,1.17625,2217.879858,858.8430132,35.23935637,-0.553283268,1751.3728,3.47225,3.47225,70.86370345,57.50172029,0.077812372,1.92,0.103802293,6.03075,202.3054372,61.35647849,0.347248425,active
