name,HM_B_AB_nCi_2_SS1_X_LGP[1_2_6]_h-s_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[1_2_6]_h_MAS,GM_F_AB_Ci(2.0_-2.0)_2_SS2_H_T_LGP[1-3]_e_MAS,HM_B_AB_nCi_2_SS6_G_LGP[1-3]_e-s_MAS,HM_F_BB_Ci(2.0_-2.0)_2_NS6_H_C_LGP[1]_p_MAS,MN_B_AB_nCi_2_NS1_T_LGP[1]_c-m_MAS,N3_B_AB_nCi_2_SS2_H_n_T_LGP[1]_c-m_MAS,I50_Q_AB_nCi_2_SS1_C_LGP[1]_m_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS3_H_A_LGP[2-4]_h_MAS,MX_B_AB_nCi_2_SS4_H_n_X_LGP[2-4]_p-h_MAS,P3_Q_AB_Ci(2.0_-2.0)_2_MP7_T_LGP[2-4]_p_MAS,P2_B_AB_nCi_2_SS3_H_T_LGP[2-4]_c-m_MAS,P3_B_BB_Ci(2.0_-2.0)_2_SS4_H_T_LGP[4-6]_e-s_MAS,MX_B_AB_nCi_2_NS1_A_LGP[1]_c-m_MAS,MX_B_AB_nCi_2_SS2_H_n_X_LGP[2-4]_h-s_MAS,N2_B_AB_nCi_2_NS4_T_LGP[4-6]_c-m_MAS,Q2_B_AB_nCi_2_SS8_P_LGP[4-6]_m-s_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[2-4]_h_MAS,RA_B_AB_nCi_2_MP5_P_LGP[4-6]_e-s_MAS,I50_F_AB_nCi_2_NS1_n_P_LGP[1_2_6]_m_MAS,RA_Q_AB_nCi_2_NS5_A_LGP[4-6]_h_MAS,N3_B_AB_nCi_2_NS1_T_KA_c-m_MAS,HM_B_AB_nCi_2_SS1_X_KA_h-s_MAS,RA_B_AB_nCi_2_SS4_X_SRW_c-p_MAS,P2_Q_BB_Ci(2.0_-2.0)_2_NS4_H_A_KA_p_MAS,K_B_AB_nCi_2_NS3_T_NSRW_h-s_MAS,K_B_AB_nCi_2_SS8_T_NSRW_e-h_MAS,N3_Q_AB_nCi_2_NS8_n_T_KA_c_MAS,HM_F_BB_Ci(2.0_-2.0)_2_SS5_H_A_SRW_p_MAS,K_Q_AB_Ci(2.0_-2.0)_2_NS3_H_n_T_KA_h_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_m-p_MAS,HM_B_BB_nCi_2_NS0_H_A_SRW_m-e_MAS,RA_B_AB_nCi_2_SS4_A_SRW_c-p_MAS,HM_B_AB_nCi_2_SS4_M_SRW_p-h_MAS,MX_F_BB_nCi_2_NS1_H_X_NSRW_m_MAS,RA_B_AB_nCi_2_NS8_H_n_D_SRW_m-e_MAS,RA_Q_AB_nCi_2_NS8_H_n_D_SRW_e_MAS,HM_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_SRW_e_MAS,P3_F_BB_nCi_2_NS4_H_A_KA_h_MAS,SD_Q_AB_nCi_2_MP6_P_NSRW_m_MAS,I50_B_AB_nCi_2_SS1_P_KA_h-s_MAS,RA_Q_AB_nCi_2_NS7_H_n_D_SRW_m_MAS,RA_F_AB_nCi_2_NS6_H_n_D_SRW_e_MAS,RA_F_AB_nCi_2_NS6_H_n_D_SRW_m_MAS,RA_Q_AB_nCi_2_NS6_H_n_D_SRW_e_MAS,MX_F_AB_nCi_2_SS1_n_X_LGP[1-3]_e_MAS,MX_F_AB_nCi_2_SS1_n_X_NSRW_e_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_m-e_MAS,RA_Q_AB_nCi_2_NS6_H_n_D_SRW_m_MAS,HM_F_BB_nCi_2_NS4_H_A_SRW_e_MAS,MN_B_AB_nCi_2_NS1_A_LGP[1]_c-m_MAS,MN_B_AB_nCi_2_NS1_A_NSRW_c-m_MAS,MN_B_AB_nCi_2_NS1_A_KA_c-m_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1_2_6]_p-h_MAS,RA_Q_AB_nCi_2_NS7_H_n_D_SRW_e_MAS,MN_B_AB_nCi_2_NS1_T_NSRW_c-m_MAS,MX_B_AB_nCi_2_NS3_D_LGP[1]_m-e_MAS,RA_Q_AB_nCi_2_NS8_H_n_D_SRW_m_MAS,MX_Q_AB_nCi_2_NS3_D_LGP[1]_e_MAS,HM_Q_BB_nCi_2_SS2_H_A_SRW_e_MAS,HM_Q_BB_Ci(2.0_-2.0)_2_SS2_H_A_SRW_e_MAS,RA_B_AB_nCi_2_NS7_H_n_D_SRW_m-e_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[1-3]_p-h_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[1_2_6]_p-h_MAS,RA_Q_AB_nCi_2_NS5_H_n_D_SRW_e_MAS,MX_Q_AB_nCi_2_SS1_n_X_NSRW_e_MAS,MX_Q_AB_nCi_2_SS1_n_X_LGP[1-3]_e_MAS,HM_B_BB_nCi_2_SS2_H_A_SRW_e-p_MAS,HM_B_BB_Ci(2.0_-2.0)_2_SS2_H_A_SRW_e-p_MAS,GM_F_BB_nCi_2_NS5_H_A_SRW_h_MAS,GM_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_SRW_h_MAS,HM_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_SRW_m_MAS,HM_F_BB_nCi_2_NS5_H_A_SRW_m_MAS,HM_F_BB_nCi_2_NS5_H_A_SRW_e_MAS,MN_B_AB_nCi_2_NS1_X_KA_c-m_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1-3]_h_MAS,MX_B_AB_nCi_2_SS2_H_n_X_LGP[2-4]_p-h_MAS,MN_B_AB_nCi_2_NS1_n_X_LGP[1-3]_c-m_MAS,MN_B_AB_nCi_2_NS1_n_X_NSRW_c-m_MAS,MN_B_AB_nCi_2_NS1_X_LGP[1]_c-m_MAS,MN_B_AB_nCi_2_NS1_X_NSRW_c-m_MAS,Q2_B_AB_nCi_2_NS7_P_SRW_e-h_MAS,RA_B_BB_nCi_2_SS3_H_D_SRW_p-h_MAS,I50_B_AB_nCi_2_MP3_P_KA_m-e_MAS,I50_F_AB_nCi_2_MP1_P_KA_p_MAS,Q3_F_BB_nCi_2_SS8_H_P_SRW_s_MAS,RA_B_AB_nCi_2_SS3_n_C_SRW_p-s_MAS,I50_B_BB_nCi_2_NS7_H_P_SRW_e-p_MAS,Q3_Q_BB_nCi_2_SS6_H_P_SRW_e_MAS,V_F_AB_nCi_2_SS4_A_NSRW_e_MAS,MX_F_AB_nCi_2_NS2_H_n_X_LGP[2-4]_e_MAS,MX_F_AB_nCi_2_NS2_D_KA_e_MAS,RA_B_AB_nCi_2_SS3_A_SRW_m-e_MAS,MX_B_AB_nCi_2_NS2_D_KA_m-e_MAS,MX_Q_AB_nCi_2_NS2_D_KA_e_MAS,HM_B_BB_Ci(2.0_-2.0)_2_SS5_A_KA_e-s_MAS,MX_Q_AB_nCi_2_NS2_H_n_X_LGP[2-4]_e_MAS,RA_F_AB_nCi_2_SS3_A_SRW_m_MAS,V_Q_AB_nCi_2_SS4_A_LGP[2-4]_e_MAS,MX_F_AB_nCi_2_SS2_H_n_X_LGP[2-4]_s_MAS,MX_B_AB_nCi_2_SS2_H_n_X_LGP[2-4]_e-s_MAS,P2_F_AB_Ci(2.0_-2.0)_2_NS2_A_KA_e_MAS,MN_F_AB_nCi_2_SS6_P_KA_e_MAS,SD_B_AB_nCi_2_MP5_T_LGP[2-4]_e-p_MAS,MX_F_AB_nCi_2_SS1_A_NSRW_e_MAS,MX_F_AB_nCi_2_SS1_A_LGP[1]_e_MAS,SD_B_AB_nCi_2_MP7_T_LGP[2-4]_e-p_MAS,RA_B_AB_nCi_2_NS7_A_LGP[4-6]_e-h_MAS,MX_Q_AB_nCi_2_SS1_A_LGP[1]_e_MAS,RA_B_AB_nCi_2_NS2_n_C_SRW_p-s_MAS,RA_B_AB_nCi_2_NS5_A_LGP[4-6]_e-h_MAS,RA_F_AB_nCi_2_SS1_A_NSRW_e_MAS,MX_F_AB_nCi_2_SS2_H_n_X_LGP[2-4]_e_MAS,MX_F_AB_nCi_2_SS2_H_n_X_LGP[2-4]_p_MAS,P3_B_AB_Ci(2.0_-2.0)_2_NS3_C_NSRW_m-s_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_LGP[1_2_6]_h_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_c-m_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_e-c_MAS,HM_F_BB_nCi_2_SS5_H_A_SRW_p_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_KA_h_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1_2_6]_h_MAS,GM_F_BB_Ci(2.0_-2.0)_2_SS5_H_A_SRW_p_MAS,GM_F_BB_nCi_2_SS5_H_A_SRW_p_MAS,HM_F_BB_nCi_2_SS7_H_A_SRW_p_MAS,HM_F_BB_Ci(2.0_-2.0)_2_SS7_H_A_SRW_p_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[2-4]_p-h_MAS,classreal,Class
782 C3 AskendosideD,0.38542738,4.67083311,1.640531768,0,2207.097443,-1.091535876,-0.050155335,0.936852716,9.093857909,4.976724792,2.256676479,0.016741154,0.080630146,0.865985019,0.477234324,5.822069686,0.046597925,43.36586445,0.004763365,2,15.27870553,2.124099933,0.38542738,2.015846646,2637.141079,0.264076017,0.457176748,413.1808006,0.463135511,7.15973726,5286.705856,1.430075217,0.471159059,1.008257486,4.028359185,24628.45631,64201.3952,105.4545085,78.37864766,0.028142295,0.964865461,2152.848817,1322.4,507.2891409,4020.096,3.3875,3.3875,1542.158988,591.5914311,42.12085359,-0.545767938,-0.545767938,-0.545767938,368.9744685,14629.4528,-1.091535876,44.63880862,9447.783153,70.2696,0.997278167,0.997278167,5612.040641,25.93493335,25.93493335,868.7104,10.0421125,10.0421125,2.964079645,2.964079645,37.17619491,37.17619491,29.83660723,29.83660723,105.4545085,-1.091535876,71.79381613,3.97973128,-1.091535876,-1.091535876,-1.091535876,-1.091535876,0,1.233608598,0.148110236,0.409664786,0.042555421,1.661798394,2893.474412,0.148064516,0.668592799,24.955,20.715,0,24.15745875,62.9736,0.125133396,77.0216,0,6.690855118,0.525751365,1.672776425,24.15560475,0,0.324620005,2.3125,2.3125,0.416250748,832.1295634,7.224,54.839347,33.44079234,2.3125,1.484978632,4.080435111,7.630519432,265.5817441,69.05137278,180.0029372,0.463135511,78.37864766,68.16101618,0.482644939,0.482644939,0.359061147,0.359061147,14.81165523,active,1
783 C4 AskendosideB,0.403084409,4.511603126,1.616965595,0,2268.911405,-1.091532949,-0.051477461,0.916666667,8.869606833,4.596606741,2.345009582,0.019729419,0.094020555,0.866104537,0.474705905,5.907583335,0.043615646,44.36155631,0.00449744,2,22.48347911,2.126381971,0.403084409,2.029811512,2524.77336,-0.403529303,-0.126239101,399.0513755,0.459798272,4.184105247,5321.391751,1.402097642,0.472757476,1.019730891,4.028359185,24628.45631,64201.3952,87.67753516,79.25668017,0.027396119,0.92698176,2152.848817,1322.4,507.2891409,4020.096,3.3875,3.3875,1542.158988,591.5914311,37.88937355,-0.545766475,-0.545766475,-0.545766475,349.0665119,14629.4528,-1.091532949,44.63880862,9447.783153,70.2696,1.120818169,1.120818169,5612.040641,24.68828325,24.68828325,868.7104,10.0421125,10.0421125,3.208952942,3.208952942,35.96875766,35.96875766,20.04250209,20.04250209,87.67753516,-1.091532949,69.61186302,3.961327936,-1.091532949,-1.091532949,-1.091532949,-1.091532949,0,1.560850481,0.142942272,0.412127651,0.037462184,1.578898721,3708.912015,0.145969835,0.621986625,24.955,20.715,0.295432756,24.15745875,62.9736,0.256474484,77.0216,0.097181828,6.566695498,0.524701591,1.669695914,19.83684566,0,0.322415956,2.3125,2.3125,0.410215706,1130.591147,7.224,52.1036578,46.0387454,2.3125,1.484978632,4.110509884,7.031448358,253.5239912,69.05137278,180.0029372,0.459798272,79.25668017,64.76693407,0.47476605,0.47476605,0.347552213,0.347552213,13.89007574,active,1
785 C6 Bryoamaride,0.379891178,5.394929219,1.645294391,0.131462633,1101.476394,-1.091535063,-0.055038374,0.218659112,9.823532315,4.802622716,1.736361696,0.020998006,0.099907365,0.866021842,1.07203011,5.888944774,0.05816353,44.18070646,0.003040809,2,14.90430913,2.118232435,0.379891178,2.038008373,2442.175555,0.932622054,0.445431144,394.1102615,0.538866623,3.258759208,5307.262956,1.409863085,0.470453493,1.382214398,4.028359185,24642.63708,64238.3616,102.317005,88.67006699,0.017895056,0.971770907,2154.208797,1322.4,507.2891409,4020.096,3.3875,3.3875,1542.158988,591.5914311,43.04939469,-0.545767532,-0.545767532,-0.545767532,345.5773286,14638.6944,-1.091535063,44.63880862,9453.223074,70.2696,0.984989966,0.984989966,5615.585834,26.28999515,26.28999515,868.7104,10.0421125,10.0421125,2.82012536,2.82012536,37.01627354,37.01627354,32.06057917,32.06057917,102.317005,-1.091535063,77.29300887,4.119539483,-1.091535063,-1.091535063,-1.091535063,-1.091535063,1299.862184,1.202397282,0.106603318,0.38052021,0.05332799,1.646253679,4308.115424,0.301575965,0.548142961,24.955,20.715,0.847963202,24.15745875,62.9736,0.363025612,77.0216,0.268342785,5.142581273,0.597879622,1.600833819,17.06383879,0.245147797,0.165723515,2.3475,2.3475,0.217125086,954.9272361,7.224,55.31412361,35.68693786,2.3475,1.542860577,4.098493054,6.138547466,270.6281403,72.02596594,187.7570988,0.538866623,88.67006699,73.55685571,0.549439229,0.549439229,0.480317719,0.480317719,16.77360296,active,1
786 Compound 01,0.425841251,10.98268522,1.572135014,0.176157089,7103.060109,-1.221361279,0.038622103,2.130321444,25.66991528,5.406645339,1.599728558,0.016872067,0.076021549,0.04683751,2.084568468,0.961090467,0,135.7900381,0,0,0,-0.981111385,0.425841251,1.524962486,3543.40302,2.625704734,-1.120050762,153.5560445,0.424856236,5.072277758,2106.965388,0.756809813,1.524962486,2.124990161,3.722110472,5076.716486,13233.9712,349.7465896,241.8792317,0,0,4.079940904,604.96,232.0702047,1839.0784,3.2975,3.2975,705.4934223,270.63608,97.44252632,-0.610680639,-0.610680639,-0.610680639,897.7611998,27.7248,-1.221361279,25.2769934,1947.491791,65.892,0.422271622,0.422271622,10.63557923,44.70266104,44.70266104,0,8.721,8.721,1.215243902,1.215243902,91.19399152,91.19399152,135.5303656,135.5303656,349.7465896,-0.610680639,226.787882,5.457631651,-0.610680639,-0.610680639,-0.610680639,-0.610680639,0,0.144118903,0,0,0,0.541361755,0,0,0.057378655,13.375,13.435,0,15.66765427,40.8424,1.052136227,40.66,0,0.415288124,1.11428391,2.550587583,9.56058641,0,0.17608721,3.2975,3.2975,0.193275006,0,8.721,8.277827884,0,3.2975,2.58396875,7.318025781,3.507211935,960.4122378,81.13845817,211.5115196,0.424856236,241.8792317,219.5105435,0.425185475,0.425185475,0.413212652,0.413212652,25.72007739,active,1
787 Compound 02,0.428343137,10.94019388,1.563824701,0.16313253,7730.210946,-1.223503873,0.012028005,3.597788095,25.48965291,5.748770951,2.28166523,0.020392908,0.075071386,0.044514324,2.083236517,1.413836964,0,134.8039932,0,0,0,-1.030422432,0.428343137,1.657069759,4106.704352,2.748292318,-1.311679331,52.82441551,0.452328849,4.722677166,2239.825581,0.756809813,1.657069759,2.295197597,5.678732674,5076.716486,13233.9712,349.7465896,240.6251042,0,0,4.079940904,604.96,232.0702047,1839.0784,3.2975,3.2975,705.4934223,270.63608,97.44252632,-0.611751936,-0.611751936,-0.611751936,958.8396272,27.7248,-1.223503873,25.2769934,1947.491791,65.892,0.422271622,0.422271622,10.63557923,47.68231968,47.68231968,0,8.721,8.721,1.294461479,1.294461479,91.06792923,91.06792923,135.5303656,135.5303656,349.7465896,-0.611751936,225.5551063,5.803163105,-0.611751936,-0.611751936,-0.611751936,-0.611751936,0,0.157208967,0,0,0,0.731874183,0,0,0.057378655,13.375,13.435,0,15.66765427,40.8424,1.026381125,40.66,0,0.415288124,1.115743647,2.554132342,9.56058641,0,0.166848268,3.2975,3.2975,0.183134254,0,8.721,9.931933431,0,3.2975,2.58396875,7.799730859,3.957743817,956.3319583,81.19731073,211.6649363,0.452328849,240.6251042,218.5732813,0.453037153,0.453037153,0.439776042,0.439776042,27.63441816,active,1
789Compound 07,0.415984559,5.940157741,1.435027467,0,541.0784368,-0.723338783,0.036108395,0.437318225,16.71026567,3.522099744,0.803232021,0.022024681,0.084668072,0.540725909,0.460577135,3.044068351,0,80.92507252,0,0,5.925801577,1.260179245,0.415984559,0.570759508,2091.510105,1.850012898,-1.457112224,330.0698245,0.221375492,6.808947033,2982.933072,1.174084988,0.570759508,1.898963635,2.388829227,17190.64123,44812.5184,15.84219166,114.3184715,0,0,1780.214214,1401.44,537.6098712,4260.3776,1.61,1.61,1634.334008,626.9509189,17.43661239,-0.361669391,-0.361669391,-0.361669391,475.260756,12097.2544,-0.723338783,39.52,6594.544481,100.776,1.088329715,1.088329715,4640.657738,28.82706878,28.82706878,1108.992,4.522,4.522,2.532175562,2.532175562,17.24265095,17.24265095,4.011228109,4.011228109,15.84219166,-0.361669391,104.294249,3.015557392,-0.361669391,-0.361669391,-0.361669391,-0.361669391,0,1.638348192,0,0,0,0.853390769,0,0,0.535364783,18.24,24.32,0,28.36154461,73.9328,0.537211196,55.4496,0,4.893437696,0.475656058,1.384182761,20.29284541,0,0.179280809,2.035,2.035,0.249641583,155.4958192,5.814,37.54919382,7.774790961,2.035,1.337307692,2.861345776,9.419911712,385.9078676,149.4765207,389.6550016,0.221375492,114.3184715,93.22858518,0.280482023,0.280482023,0.186547391,0.186547391,20.27710302,active,1
790 Compound 08,0.360015986,4.692680543,1.686259199,0.125575336,820.1700704,-1.09171725,-0.05038154,0.218659112,10.41251995,5.691514911,3.340394832,0.019708951,0.062298702,0.862620175,0.45706871,6.025904532,0.059250836,47.52134684,0.004853104,2,29.35637863,1.779175752,0.360015986,2.001118664,2741.13874,0.019521164,-0.328038477,440.7184981,0.468562838,0.93140532,4917.343257,1.522608464,0.517052797,1.746709063,4.028359185,23416.00027,61040.768,89.27418048,84.01564774,0.028587169,0.965964213,2000.531023,1279.84,490.9625939,3890.7136,3.3875,3.3875,1492.526285,572.5517068,40.06666629,-0.545858625,-0.545858625,-0.545858625,341.5089938,13594.3936,-1.09171725,44.63880862,8982.66989,70.2696,0.951317848,0.951317848,5214.979016,26.19023824,26.19023824,822.5024,10.0421125,10.0421125,2.89978226,2.89978226,38.25393881,38.25393881,32.08896991,32.08896991,89.27418048,-1.09171725,71.01334908,4.367493536,-1.09171725,-1.09171725,-1.09171725,-1.09171725,0,1.243889823,0.15511054,0.683167411,0.048253391,0.795677465,4394.153564,0.189639348,0.577193155,22.39,18.55,0.847963202,21.63267486,56.392,0.339154122,77.0216,0.268342785,5.676023236,0.436633015,1.344832866,19.08115377,0.236859211,0.269379944,2.3125,2.3125,0.319859991,1585.070329,7.224,46.78583497,65.42912544,2.3125,1.391126984,3.977550899,8.256132408,224.5519841,82.3656938,214.7106742,0.468562838,84.01564774,62.2627764,0.494904569,0.494904569,0.431512271,0.431512271,18.24329797,active,1
791 DC01,0.494787887,6.275056836,1.615796835,0.186479033,226.602435,-0.541255396,0.03813411,0.388727311,9.125747311,2.744409393,3.083852975,0.030153668,0.080515906,0.578562696,0.46118465,3.29527202,0.058527163,37.53524667,0.004306187,2,28.53781222,1.21160911,0.494787887,0.461437214,1341.753796,-1.230861063,7.270543996,144.3194471,0.394291908,1.242751434,2644.374854,1.522203143,0.461437214,0,2.527556538,16570.23244,43195.2384,32.74522287,68.53684306,0.040208361,0.973494477,1785.654136,1401.44,537.6098712,4260.3776,1.71625,1.71625,1634.334008,626.9509189,25.34453548,-0.370306472,-0.370306472,-0.370306472,217.9589194,12134.2208,-0.541255396,38,6356.547928,96.9,1.61592109,1.61592109,4654.83851,24.90596122,24.90596122,1108.992,4.956466667,4.956466667,3.535011807,3.535011807,22.47169102,22.47169102,6.366710029,6.366710029,32.74522287,-0.370306472,58.20020955,2.256047791,-0.370306472,-0.370306472,-0.370306472,-0.370306472,0,1.650536427,0.198531978,0.616148026,0.05877121,0.893796075,3931.453754,0.213535487,0.363947026,12.16,24.32,0.777299602,28.36154461,73.9328,0.349348159,36.9664,0.245980887,3.578069616,0.3315849,0.987876946,11.00314352,0.02325314,0.370937909,2.35375,2.35375,0.441512964,1243.6536,6.783,36.64563907,70.7676777,2.35375,1.005538462,2.426508057,6.98187995,165.5451476,149.280681,389.144487,0.394291908,68.53684306,55.48663641,0.456430652,0.456430652,0.417282489,0.417282489,16.83981081,active,1
793 DC03,0.469908508,7.387842243,1.662296019,0,1466.375572,-0.363054387,-0.070590328,0.291545483,12.98306124,3.056604127,2.593346784,0.01624804,0.110534495,0.079823016,0.778653701,0.713963122,0.076379971,56.71890324,0.005306984,2,9.811578418,-0.254592712,0.469908508,0.235977183,2254.275573,-1.053026885,-1.208212807,21.52071234,0.451394661,-0.799309153,1946.418233,1.398721775,0.235977183,0,2.666283849,8178.760428,21320.3712,88.83978241,106.0371682,0.045469203,1.001450163,1015.905285,763.04,292.7116652,2319.6416,2.312708333,2.312708333,889.8434623,341.3550556,40.34315541,-0.308580386,-0.308580386,-0.308580386,440.0001212,6903.4752,-0.363054387,14.18077231,3137.474555,36.9664,1.375777169,1.375777169,2648.259228,37.01493107,37.01493107,748.5696,6.844433333,6.844433333,3.244473784,3.244473784,42.2467926,42.2467926,16.8914009,16.8914009,88.83978241,-0.308580386,96.47970028,2.755629582,-0.308580386,-0.308580386,-0.308580386,-0.308580386,1482.476479,1.539819882,0.251054866,0.644666016,0.039491567,0.448861218,4186.603917,0.184955591,0.260487494,9.99,11.67,0,13.60934316,35.4768,0.170821264,30.3696,0,2.283287694,0.546980892,1.365987334,8.013802351,0.241089434,0.354360269,3.546666667,3.546666667,0.416023919,393.0985774,10.78186667,11.22153046,22.68336247,3.546666667,1.3476875,3.542869019,4.668897598,315.4516428,60.62107496,158.026859,0.451394661,106.0371682,88.66051645,0.454446823,0.454446823,0.357187461,0.357187461,24.37230546,active,1
794 DC04,0.341279982,5.935371544,1.575550664,0.022822895,1366.21524,-0.736716688,0.045036535,0.583090967,11.74636125,4.016120137,2.932058585,0.026848402,0.097341736,0.440619571,0.608276785,3.308635037,0.047214154,55.02479546,0.002954011,3.334892602,18.2054317,1.09170439,0.341279982,0.633139487,2414.845327,-1.451116214,-0.554723998,158.1941042,0.4286239,4.22381216,2972.312033,1.269507527,0.633139487,1.57624913,5.036663242,10476.04554,27308.928,87.7912607,102.6920003,0.035683554,0.835758868,991.4256396,823.84,316.0353039,2504.4736,1.50375,1.50375,960.7473238,368.5546616,39.9514104,-0.368358344,-0.368358344,-0.368358344,377.9413277,6737.1264,-0.736716688,21.28,4018.74179,54.264,1.000913984,1.000913984,2584.445753,27.63516054,27.63516054,600.704,4.199,4.199,2.763751243,2.763751243,34.14885987,34.14885987,25.64497681,25.64497681,87.7912607,-0.368358344,91.31841402,3.187345292,-0.368358344,-0.368358344,-0.368358344,-0.368358344,0,1.296324731,0.193545628,0.660235294,0.049223272,1.022432736,4195.942045,0.257982069,0.42271101,15.635,15.985,0,18.6414182,48.5944,0.410750783,47.5304,0,3.585695101,0.499524793,1.398527414,12.37333534,0.073263844,0.250448186,1.8225,1.8225,0.317081267,725.0698307,5.168,49.07677131,42.99140638,1.8225,1.412286058,3.416806535,8.336902049,330.7056078,73.03546174,190.3886498,0.4286239,102.6920003,86.38588148,0.444142349,0.444142349,0.382566047,0.382566047,16.97154643,active,1
795 DC05,0.375183474,6.192918097,1.611587683,0,956.2823772,-0.382634236,-0.032358536,0.437318225,10.24281248,2.479987097,2.499945552,0.018241438,0.085864368,0.066082359,0.582936943,0.651554289,0.036683092,44.74514247,0.004021384,1.5,12.77846456,-0.444882124,0.375183474,0.175003348,1228.883756,-1.050767655,-0.606852343,5.928628767,0.475112787,-1.326983221,1722.737997,1.174084988,0.175003348,1.393411563,1.61225458,6874.129376,17919.4624,112.7021344,100.3679901,0.047430339,0.744433132,835.027905,662.72,254.2276614,2014.6688,1.375,1.375,772.8520908,296.4757057,45.80077634,-0.191317118,-0.191317118,-0.191317118,334.3484975,5674.3424,-0.382634236,10.40817375,2637.001804,27.132,1.029989825,1.029989825,2176.748549,25.85163764,25.85163764,628.4288,3.7145,3.7145,2.394731601,2.394731601,50.28441716,50.28441716,25.94381865,25.94381865,112.7021344,-0.191317118,86.94476984,2.021610583,-0.191317118,-0.191317118,-0.191317118,-0.191317118,1594.358722,1.035452816,0.253663743,0.631629808,0.050714399,0.187322614,3996.042826,0.301066139,0.074627634,5.85,9.905,0.253228077,11.55103205,30.1112,0.338802491,17.784,0.08329871,0.254781161,0.312075648,0.759132495,5.124456679,0.605613834,0.327325413,1.5875,1.5875,0.379524784,438.8827371,4.3605,1.498580908,23.61593995,1.5875,0.911923077,2.016855619,1.065322434,292.6773682,74.10456314,193.1755805,0.475112787,100.3679901,82.03359681,0.480802073,0.480802073,0.468135631,0.468135631,16.10572058,active,1
797 DC07,0.406019341,5.992267159,1.635528635,0,1128.721965,-0.690813202,0.085925331,0.742954569,12.79918279,3.463667746,2.319204769,0.026307037,0.087304805,0.202214939,0.82049085,1.634989371,0.062130218,62.21910052,0.005211962,2,14.74850013,0.709308076,0.428531718,0.399101337,2178.743099,-1.743402829,-1.537220812,168.6116064,0.27608073,-0.784609838,2180.435752,1.422977377,0.399101337,0,2.166181933,15002.76582,38743.2064,41.81055096,110.6543025,0.035775356,0.8589675,1974.984037,1334.72,516.8516871,4591.4368,1.669166667,1.669166667,1777.969804,688.4939858,30.33006493,-0.345406601,-0.345406601,-0.384604412,402.235782,13170.7968,-0.690813202,14.52479598,5809.611622,37.8632,1.221671944,1.221671944,5100.207195,28.04186608,28.04186608,1562.0352,4.981166667,4.981166667,2.815683763,2.815683763,26.240111,26.240111,10.88244101,10.88244101,41.81055096,-0.384604412,97.21753332,2.887445679,-0.345406601,-0.345406601,-0.345406601,-0.345406601,0,1.508795904,0.243339041,0.54003125,0.042041923,0.430859261,2331.804009,0.176011886,0.286900147,11.265,10.15,0.775510986,11.83674662,30.856,0.85946099,34.2456,0.255102298,0.911002319,0.625346499,1.559020444,10.67844113,0.197395083,0.446153733,2.78875,2.78875,0.521072972,528.6897863,8.3847,9.214543156,41.71360504,2.78875,1.417492788,4.05985939,4.006283025,328.5458719,203.8435369,526.4064185,0.27608073,110.6543025,85.08503135,0.33993209,0.33993209,0.273518442,0.273518442,17.53958324,active,1
